match_id;key;slot;time;unit;GERAL
5;such a dick team;9;1524;Xiiao_Hung_;1
5;gg;1;1572;????;0
5;gg;8;1577;$uƒfer;0
5;2 hp;1;1578;????;0
6;wait lag;7;1422;Jim Jim;0
6;rc;7;1423;Jim Jim;0
6;Haha;3;1540;qwewqewqewqewq;0
6;lag;6;1864;Faint;0
6;sad;3;1944;qwewqewqewqewq;0
6;gg;7;2073;Jim Jim;0
6;believe it or not;6;2076;Faint;0
6;lol;1;2083;Ravenclaw;0
6;this team;1;2084;Ravenclaw;0
6;blame me;1;2085;Ravenclaw;0
6;aS MIDLANER;1;2088;Ravenclaw;0
6;habadooo;3;2111;qwewqewqewqewq;0
6;TEAM BLAMER;1;2124;Ravenclaw;0
6;BLAME JUG;1;2126;Ravenclaw;0
6;AS MIDLANER;1;2128;Ravenclaw;0
6;hAHA;1;2129;Ravenclaw;0
6;aha;7;2129;Jim Jim;0
7;LOL;3;1045;ForTheWatch;0
7;looool;3;1048;ForTheWatch;0
7;those miss.;3;1060;ForTheWatch;0
7;not today;3;1546;ForTheWatch;0
7;lol;3;1676;ForTheWatch;0
7;ez game;0;2329;Reega.mQuse;1
7;gg wp;2;2329;Hopelessly Confused;0
7;g;3;2331;ForTheWatch;0
7;gg wp;1;2332;melissachan?;0
7;Gg;3;2333;ForTheWatch;0
9;looser;8;2113;afroprogger;1
9;ez;5;2964;Pittiplatsch der Liebe;1
9;ez;8;2970;afroprogger;1
9;ggwp;6;2985;#NOME?;0
10;he comeing back?;7;-32;Speedy;0
10;g?;7;-32;Speedy;0
10;gg;9;1323;Makaveli;0
10;REPORT PUDGE;7;1330;Speedy;0
10;just finish;7;1463;Speedy;0
10;gg wp;3;1566;?RIZoN;0
10;gg;4;1568;?Chapa;0
10;gege;3;1578;?RIZoN;0
11;gg;8;6;Doug Carl;0
11;ez;8;20;Doug Carl;1
11;u lucky bro;3;27;Hitmania2015 to 4k;0
11;i know;8;29;Doug Carl;0
11;it was ez luck;8;33;Doug Carl;1
11;ez;8;1449;Doug Carl;1
11;lol;8;1450;Doug Carl;0
11;GG;8;1532;Doug Carl;0
11;WE LOST;8;1533;Doug Carl;0
11;gg wp;8;3283;Doug Carl;0
11;gg;6;3283;Punch you right in the mememake;0
11;GGWP;9;3283;Will Lick Starfish For MMR;0
11;q asco;0;3284;?????;0
11;commend me;9;3295;Will Lick Starfish For MMR;0
12;4/5 deaths;0;2214;Klubdog;0
12;BAM;0;2215;Klubdog;0
12;BOM;0;2215;Klubdog;0
12;BOM;0;2217;Klubdog;0
12;BAm;0;2218;Klubdog;0
12;XD;5;2319;depression;0
12;XD;5;2884;depression;0
12;YOOYO;0;3401;Klubdog;0
12;YOLO BITCHES;2;3402;bourgeoisie;1
12;*FUJCK;0;3407;Klubdog;1
12;WOW;1;3409;soiforyou;0
12;YES;2;3409;bourgeoisie;0
12;YES;2;3410;bourgeoisie;0
12;FUCJKANS;0;3411;Klubdog;1
12;BOOBIE;0;3412;Klubdog;1
12;HAHAHA;9;3414;xela;0
12;wahts' going on;5;3418;depression;0
12;ggwp techies;0;3976;Klubdog;0
12;u singlehandely won this game;0;3982;Klubdog;0
12;gg wp;4;3996;Max Tryhard;0
12;gg;9;3998;xela;0
12;easiest;5;4001;depression;1
12;game;5;4001;depression;0
12;of my life;5;4003;depression;0
12;wp;3;4009;KingJonesGaming;0
13;#wombo combo;8;902;Standin.NerdsWrath;0
13;callate noob;1;913;ReadY Go Go Go!!!!!!;1
13;bye;4;1325;GM.mitology;1
13;lol;4;1334;GM.mitology;0
13;k;7;1334;Mojava's Alt;0
13;ILUCIONADO;1;2005;ReadY Go Go Go!!!!!!;0
13;lol;4;2285;GM.mitology;0
13;ty;4;2336;GM.mitology;0
13;truth;7;2348;Mojava's Alt;0
13;ty;4;2423;GM.mitology;0
13;gg;1;2440;ReadY Go Go Go!!!!!!;0
13;ez;1;2442;ReadY Go Go Go!!!!!!;1
13;gg lads;8;2445;Standin.NerdsWrath;0
13;gg;6;2453;HybridTracer;0
13;ez;1;2456;ReadY Go Go Go!!!!!!;1
13;ez;1;2457;ReadY Go Go Go!!!!!!;1
13;gg wp;0;2459;C@M@REN@;0
13;Ez;1;2461;ReadY Go Go Go!!!!!!;1
13;ez top;2;2462;Dark_Knight;1
13;ez;0;2463;C@M@REN@;1
14;NICE;5;642;Joe;0
14;fucking creep;5;646;Joe;1
14;that was weird;5;901;Joe;0
14;how are you all so farmed;5;1029;Joe;0
14;ok finish please;5;1348;Joe;0
14;gunna play rocket league;5;1351;Joe;0
14;apparently Urn is unneeded;5;1669;Joe;0
14;we got fucking raped lol;5;1741;Joe;1
14;gg;6;1746;| RaY |;0
15;wp;5;104;SavageClown;0
15;gg;2;382;Egocard;0
15;idiota good gank;2;402;Egocard;1
15;eso es gg;2;407;Egocard;0
15;XD;9;545;Eran;0
15;Wp axe.;9;546;Eran;0
15;Ty;9;547;Eran;0
15;gg lc;5;1140;SavageClown;0
15;Ok...;9;1167;Eran;0
15;What gave you vision?;9;2068;Eran;0
15;WP!!!;9;2862;Eran;0
15;lol;5;3115;SavageClown;0
15;gg;7;3119;HybridTracer;0
15;gg;9;3120;Eran;0
15;ggwp;6;3120;GG-TubeRider!;0
15;gg;5;3121;SavageClown;0
16;wow;6;321;God Bless;0
16;so good;6;325;God Bless;0
16;ty;4;329;kamashiro;0
16;report bs;9;2668;asianskater2004;0
16;de hecho;0;2673;OnE;0
16;plz;2;2675;Tyr;0
16;starting fights he cant win;9;2679;asianskater2004;0
16;igul nos estamos diviertiendo no mas;0;2684;OnE;0
16;nice hoooooooooooook;9;3273;asianskater2004;0
16;still report bs;9;3276;asianskater2004;0
16;lol;9;3312;asianskater2004;0
16;ay ajajja;2;3321;Tyr;0
16;gg;1;3322;Hades;0
16;gay;2;3322;Tyr;1
16;ggwp;7;3323;Los Mats;0
16;XD;2;3323;Tyr;0
16;gg;6;3324;God Bless;0
16;viva;8;3325;london never;0
16;xd;6;3325;God Bless;0
16;gg wp;2;3325;Tyr;0
16;re;2;3326;Tyr;0
16;report bs;2;3329;Tyr;0
16;plz;2;3331;Tyr;0
16;gg blood;0;3336;OnE;0
16;terrasque y se corre;0;3341;OnE;0
17;GG PERU;6;-57;ChickenNugget;0
17;LOL;6;-27;ChickenNugget;0
17;confidence;6;-21;ChickenNugget;0
17;omg;6;74;ChickenNugget;0
17;ty;2;230;TimeToChange;0
17;lMO;7;1896;Porky;0
17;10 hp;0;2919;Punch you right in the mememake;0
17;rng luckstar;0;2923;Punch you right in the mememake;0
17;damn juks;7;3161;Porky;0
17;OMG;6;3468;ChickenNugget;0
17;gg;0;3799;Punch you right in the mememake;0
17;ggwp;9;3799;Winter-B;0
17;gg;2;3802;TimeToChange;0
17;hahaha;9;3802;Winter-B;0
17;lol gg;6;3802;ChickenNugget;0
17;GGWP;3;3802;GoodGood;0
17;gg;5;3802;de-rank dan;0
17;fun onew;1;3802;toast;0
17;haahaha;8;3804;Newbie;0
17;yeah;9;3805;Winter-B;0
17;gg;1;3807;toast;0
17;gg;8;3808;Newbie;0
17;good game;9;3809;Winter-B;0
17;lol;3;3811;GoodGood;0
17;tight game;3;3813;GoodGood;0
17;yeah;9;3818;Winter-B;0
17;u guys good;9;3820;Winter-B;1
17;wp guys gg;1;3820;toast;0
18;nice tryhard;9;9;17% broken hero;0
18;silencer;9;11;17% broken hero;0
18;sentry dust;9;19;17% broken hero;0
18;silencer;9;311;17% broken hero;0
18;mom dieofcancer;9;315;17% broken hero;1
18;fat whore;9;324;17% broken hero;1
18;silencer;9;665;17% broken hero;1
18;motrher;9;667;17% broken hero;0
18;wjore;9;669;17% broken hero;0
18;whore;9;670;17% broken hero;1
18;nice gem;9;673;17% broken hero;0
18;son of a slut;9;676;17% broken hero;1
18;ez;9;861;17% broken hero;1
18;gem;9;863;17% broken hero;0
18;ez;9;1038;17% broken hero;1
18;reportslark;9;1125;17% broken hero;0
18;thx;9;1126;17% broken hero;0
18;ebola silencer alchemist;9;1349;17% broken hero;1
18;reportd;9;1350;17% broken hero;0
18;suck my dick;9;1549;17% broken hero;1
18;retarded silencer;9;1554;17% broken hero;1
18;can u stfu no one cares remotely about your or your opinion;4;1562;T.O.P;1
18;how to play;9;1575;17% broken hero;0
18;.!.;9;1867;17% broken hero;1
18;balanced aghs;5;1877;-Haki-;0
18;why so ez;9;2113;17% broken hero;1
18;silencer?;9;2120;17% broken hero;0
18;gg;1;2598;bowser;0
18;ez;9;2605;17% broken hero;1
18;me gud player;6;2607;Masi;0
18;xdd;2;2608;?????;0
18;just fucking end;1;2673;bowser;1
18;gg;1;2742;bowser;0
18;most boring shit game ever;1;2749;bowser;1
18;ez;9;2751;17% broken hero;1
18;4\4 wards;2;2755;?????;0
18;as hell;1;2756;bowser;1
18;that noob ta;1;2760;bowser;1
18;is talking;1;2762;bowser;0
18;without tp;1;2763;bowser;0
18;he is talking;1;2765;bowser;1
18;ez breezy;9;2798;17% broken hero;1
18;suchtryhard;9;2802;17% broken hero;1
18;silencer;9;2805;17% broken hero;0
18;NO AGHS FOR ANYONE;5;2807;-Haki-;0
18;min3 gem;9;2808;17% broken hero;0
18;FUCK EM ALL;5;2809;-Haki-;1
18;xd;5;2810;-Haki-;0
18;alch games;7;2814;gale gendale;0
18;are the worst;7;2816;gale gendale;1
18;mirana games;8;2822;???;0
18;GGgg);8;2825;???;0
19;has wisped an Io;4;-222;Twitch.tv/FadiFlashi;0
19;nope;2;135;SYBERIA;0
19;plz fuck off;0;189;?? ??? ?????;1
19;GG;0;2236;?? ??? ?????;0
19;gg;3;2245;Twitch.tv/Vroksnak;0
20;gg;1;1630;?????;0
20;gee gee;1;1910;?????;0
20;lol;2;2020;Apple Juniper;0
20;whata hero;9;2020;Squawsh;0
20;u wanna try it next game?;2;2034;Apple Juniper;0
20;nah;9;2039;Squawsh;0
20;gg;1;2049;?????;0
20;gg;2;2220;Apple Juniper;0
20;good game;9;2221;Squawsh;0
20;comeback;4;2223;??;0
20;wp;7;2224;@?????;0
20;papa dont doom me;1;2226;?????;0
20;GG;9;2286;Squawsh;0
20;gg;6;2287;GWen;0
20;gg;0;2287;zzzz;0
20;got 3700!!;1;2298;?????;0
20;there was a glimmer of hope there;9;2303;Squawsh;0
20;grats;6;2303;GWen;0
21;nice counter pick axe;3;-82;LukaBear;0
21;good luck have fun;6;-64;????;0
21;just come down to offalne if you dare;3;-55;LukaBear;0
21;ok axe...;3;32;LukaBear;0
21;is see you;3;35;LukaBear;0
21;how big is your vagina?;3;41;LukaBear;1
21;Rng too good;3;191;LukaBear;0
21;i love how pressing deny rune means do nothing so other team canget the rune;3;368;LukaBear;0
21;love randmon ass pudge suicide;3;805;LukaBear;0
21;#skill;3;807;LukaBear;0
21;washroom;8;1529;TurboS;0
21;nigga we dont ahv etime for you to jack off;3;1534;LukaBear;1
21;pudge stop jacking offfffff;3;1534;LukaBear;0
21;k;4;1534;kangstag;0
21;brb gotta jack off too;4;1534;kangstag;1
21;give me 2 mins;4;1537;kangstag;0
21;all it takes;4;1537;kangstag;0
21;kk buying beer brb;2;1537;BurnChezz;0
21;wait;4;1537;kangstag;0
21;nice counterpikc axe;3;1904;LukaBear;0
21;almost worked out;3;1914;LukaBear;0
21;fucking scrub;3;1922;LukaBear;1
21;are you trying to suck?;3;2006;LukaBear;1
21;gg;4;2021;kangstag;0
21;gg;1;2021;GWen;0
21;g;8;2022;TurboS;0
21;#tooeasy;3;2023;LukaBear;1
21;RAPED BY ABBADONG;2;2027;BurnChezz;1
21;more like;4;2032;kangstag;0
21;they didnt allow me to jack off;4;2039;kangstag;0
22;worth?;3;1733;melissachan?;0
22;retards;4;1992;InFlames;1
22;finish it guy;4;2111;InFlames;0
22;Report this riki;4;2114;InFlames;0
22;FCK YOUR MO=M;4;2116;InFlames;1
22;horoshiy doom;1;2160;mitroshYk;0
22;feed ?;2;2311;HedAbDizPiley;0
22;nice doom;2;2607;HedAbDizPiley;0
22;fcking lucly;4;2648;InFlames;1
22;debil;6;2731;NEMESIS;1
23;COME WHERE;9;85;@preuve;0
23;lol;6;88;Brudi;0
23;bro;8;147;Hüwi;0
23;stop;8;150;Hüwi;0
23;i tried :D;8;1242;Hüwi;0
23;u have nothing better to do?;8;1582;Hüwi;0
23;then following me an then die?;8;1587;Hüwi;0
23;sec;8;2207;Hüwi;0
23;mouse dead;8;2207;Hüwi;0
23;ez ebat';3;2704;GipsyMickey;1
23;ggwp;6;2744;Brudi;0
23;Gg;9;2745;@preuve;0
23;gg;3;2746;GipsyMickey;0
23;gg;2;2747;so fucking bad;0
24;gl hf;7;-30;?v?AndySixx;0
24;have Luck, good fun;7;-21;?v?AndySixx;0
24;u too m8;3;-18;Prince of Qul'Thalas;0
24;ty my dear prince;7;-8;?v?AndySixx;0
24;ahhhh;5;6;QolO;0
24;welcome lovely one;3;11;Prince of Qul'Thalas;0
24;sure :D;7;1346;?v?AndySixx;0
24;bye bye;0;1391;Uchiha Itachi;0
24;bye bye;7;1446;?v?AndySixx;0
24;gg;1;2930;Mithrandir;0
24;Gg;8;2937;Berndt und das NACKT;0
24;gg;7;2938;?v?AndySixx;0
24;wp. nice chain stuns :(;3;2948;Prince of Qul'Thalas;0
24;:);6;2970;?v? Typhus;0
24;ty;6;2972;?v? Typhus;0
25;how long boy?;0;-71;MV.Disable;0
25;wait please;5;-67;Totoy GOLEM;0
25;loading;5;-55;Totoy GOLEM;0
25;dung;6;-55;AA;1
25;phone;2;1605;Bruce Wayne;0
26;dafuq;9;232;Cloude;1
26;gg;9;258;Cloude;0
26;eze;4;545;†;1
26;GG;6;935;mellojul;0
26;Good keeper;6;947;mellojul;0
26;gg;5;1261;z1g;0
26;reported pa;5;1264;z1g;0
26;ty;5;1267;z1g;0
26;finish;7;1292;DayWalker;0
26;GG;6;1502;mellojul;0
26;FUCKING GAME;6;1507;mellojul;1
26;lol;9;1517;Cloude;0
26;for feeding;9;1520;Cloude;0
27;wp gg ez;3;-251;"""SS""";1
27;wtf;3;160;"""SS""";1
27;can u have more shit ?;3;169;"""SS""";1
27;5 hit still no bash;3;542;"""SS""";0
27;well silenced;2;974;R E D N A T I O N;0
27;first pick np;3;1567;"""SS""";0
27;ha ha;2;1673;R E D N A T I O N;0
27;haha;2;1675;R E D N A T I O N;0
27;wtf;3;1896;"""SS""";1
27;ez;3;2028;"""SS""";1
27;gj;3;2066;"""SS""";0
27;report natures and lycan;1;2068;[Black]Mr.Crack?;0
27;report np;3;2070;"""SS""";0
27;pusher time;6;2082;Twinkle;0
27;first pick np;3;2091;"""SS""";0
27;useless shit;3;2093;"""SS""";1
28;well played.;8;1480;HOLY PEPERONI;0
28;the fuck does that mean?;8;1480;HOLY PEPERONI;1
28;gg;3;2203;RealOFF;0
28;gg;1;2203;Le Chiffre;0
29;WOo;3;1455;cK.1;0
29;TRYING HARD?;2;1457;Sleepy Hollow;0
29;JUST TYPE GG;2;1466;Sleepy Hollow;0
29;tat why u dun hv work;8;1476;??;0
29;what?;2;1483;Sleepy Hollow;0
29;nothing;8;1486;??;0
29;LOL;3;1487;cK.1;0
29;are you sure?;2;1488;Sleepy Hollow;0
29;haha;2;1490;Sleepy Hollow;0
29;maybe;8;1490;??;0
29;what?;4;1492;balow;0
29;just watch my arrow ang beware;2;1504;Sleepy Hollow;0
29;u suck deek;4;1515;balow;1
29;trying hard doom?;2;1581;Sleepy Hollow;1
29;not like u bro;8;1587;??;0
29;SB AND SS THEN?;2;1592;Sleepy Hollow;0
29;i mean sis;8;1593;??;0
29;haha;3;1837;cK.1;0
29;SUTPID;2;1864;Sleepy Hollow;1
29;Sut pid;5;1869;baopao;1
29;hehe;3;1874;cK.1;0
29;LOL;3;1910;cK.1;0
29;i love me some slardar;3;1925;cK.1;0
29;i love me?;7;1935;Juan;0
29;i love me some slardar;5;1939;baopao;0
29;lol;7;1942;Juan;0
29;some slardar i love me;1;1964;YUCKFOUMERYVUCH;0
29;hahahah;4;1968;balow;0
29;IS REAL;4;2199;balow;0
29;wahaha;1;2205;YUCKFOUMERYVUCH;0
29;boy;7;2541;Juan;0
29;btr dont lose;7;2544;Juan;0
29;talk cock more;6;2545;-4Head-;1
29;YOU SURE?;2;2550;Sleepy Hollow;0
29;shit;2;2926;Sleepy Hollow;0
29;SHIT;2;2926;Sleepy Hollow;1
29;SHIT;2;2926;Sleepy Hollow;1
29;SHITTT! :);2;2926;Sleepy Hollow;1
29;no plans of coming back?;1;2926;YUCKFOUMERYVUCH;0
29;menu;7;2926;Juan;0
29;relax;5;2926;baopao;0
29;Black out;2;2926;Sleepy Hollow;0
29;coming;7;2926;Juan;0
29;juz a game;8;2926;??;0
29;yeah juz a game;1;2926;YUCKFOUMERYVUCH;0
29;jizz;3;2926;cK.1;1
29;"then why bother pausing? ;lol";1;2926;YUCKFOUMERYVUCH;0
29;juz a game so ply it fair;8;2926;??;0
29;okaaaaaaaaaayyyyyyyyyyyyy ..................;0;2926;shibui;0
29;AHAAHAHAHAH :);2;2926;Sleepy Hollow;0
29;spell it right;3;2927;cK.1;0
29;haha;3;2928;cK.1;0
29;nailed it;2;2936;Sleepy Hollow;0
29;hahaha;1;2938;YUCKFOUMERYVUCH;0
29;gg;0;3352;shibui;0
29;GG;2;3354;Sleepy Hollow;0
29;ez;7;3356;Juan;1
29;wtf;2;3360;Sleepy Hollow;1
29;hhaah EZ?;2;3362;Sleepy Hollow;0
29;nyakl ez?;1;3363;YUCKFOUMERYVUCH;0
29;1hr ez?;2;3366;Sleepy Hollow;0
29;wahahaha idiot;1;3367;YUCKFOUMERYVUCH;1
29;EZ 56 mins;3;3368;cK.1;1
29;ya ez;7;3369;Juan;1
29;ez as fuck;6;3369;-4Head-;1
29;noob;7;3373;Juan;1
29;throw also win;6;3375;-4Head-;0
29;loser;7;3375;Juan;1
29;SO MNY THING TO TALK?;8;3385;??;0
29;its ok i had fun hooking u guys;3;3385;cK.1;0
29;laugh bh;6;3387;-4Head-;0
29;TRY HARD?;8;3389;??;0
29;ggwp :);0;3391;shibui;0
29;MIRANA?;8;3393;??;0
29;try hard?;5;3394;baopao;0
29;LOL;8;3394;??;0
29;boring game ever;2;3396;Sleepy Hollow;0
29;slardar NOOB TRYING HARD! ahahahaha;1;3397;YUCKFOUMERYVUCH;1
29;TAT WHY I WIN THIS MATCH;8;3399;??;0
29;sad mirana lol;9;3401;Kai;0
29;need to trow this game;2;3401;Sleepy Hollow;0
29;TRY HARD PLS;8;3402;??;0
29;ez;6;3406;-4Head-;1
29;ezzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz;6;3415;-4Head-;1
30;go top;3;342;"B.A.D-""""GeeK""""";0
30;lucky zues;2;1617;Maiku Mori;0
30;GG;2;2426;Maiku Mori;0
30;gg;4;2432;Liuke [?];0
31;gg ez line;5;287;proshka jack;1
31;eng pls;5;301;proshka jack;0
31;ez katka fucking russians );5;468;proshka jack;1
31;ajajja;5;671;proshka jack;0
31;Ez dudes;5;1414;proshka jack;1
31;Axe a 'best' jung );5;1458;proshka jack;0
31;ajaja;5;1634;proshka jack;0
31;epic fail;6;1638;GrossmeisteR;0
31;of;6;1642;GrossmeisteR;0
31;axe;6;1644;GrossmeisteR;0
31;gg;6;1709;GrossmeisteR;0
31;bg;2;1714;Memento Morte;0
32;lagging;5;491;Tin;0
32;lol;5;496;Tin;0
32;wow alc the number of bounty runes youre getting is insane;0;498;Orb of Venom;0
32;9 min radiance inc;1;498;ALWAYSWANNADIE;0
32;lol;5;498;Tin;0
32;wtf;5;605;Tin;1
32;he's my friend;1;708;ALWAYSWANNADIE;0
32;he told me he's going to sleep;1;708;ALWAYSWANNADIE;0
32;yah;7;708;GGWP;0
32;yeah;4;708;Cheoklate;0
32;he said;7;708;GGWP;0
32;he's my friend too;4;708;Cheoklate;0
32;he said he's damn tired of the alch on his team;4;708;Cheoklate;0
32;can you leave;4;857;Cheoklate;1
32;so i can get my coins;4;859;Cheoklate;0
32;and go to sleep;4;862;Cheoklate;0
32;LOL;4;935;Cheoklate;0
32;thanks guys;4;946;Cheoklate;0
32;so kind;4;947;Cheoklate;0
32;ez coins;4;950;Cheoklate;1
32;leave la;4;965;Cheoklate;0
32;faster;4;965;Cheoklate;0
32;+250 coins +25 mmr;4;965;Cheoklate;0
32;thanks mang;4;965;Cheoklate;0
32;wait;8;966;asdMM;0
32;no;4;966;Cheoklate;0
32;holy shit;3;966;Catnip;1
32;they r not coming back;3;966;Catnip;0
32;you fucking already lost the game;4;966;Cheoklate;1
32;even if we all dc our creeps will beat you;4;966;Cheoklate;0
32;that is how shit you are;4;966;Cheoklate;1
32;pelase just give up;4;966;Cheoklate;1
32;Heehehehhe;6;974;ezbreezy;0
32;FASTER LEAVE LA;4;1071;Cheoklate;1
32;GET THE FUCK OUT;4;1073;Cheoklate;1
32;OF MY GAME;4;1078;Cheoklate;0
32;actually though;2;1170;the Mogget;0
32;omg;2;1170;the Mogget;0
32;LOL;4;1187;Cheoklate;0
32;GGWP;4;1204;Cheoklate;0
32;i admire your friendsip;1;1276;ALWAYSWANNADIE;0
32;lol friendship;4;1286;Cheoklate;0
32;sven just abandoned them;4;1290;Cheoklate;0
32;LOL;4;1339;Cheoklate;0
32;UR DED SON;4;1340;Cheoklate;1
32;hmmm;4;1383;Cheoklate;0
32;LOL;4;1486;Cheoklate;0
32;gg wp;7;1488;GGWP;0
32;ggwp;1;1498;ALWAYSWANNADIE;0
32;OMG;4;1691;Cheoklate;0
32;HOW;4;1694;Cheoklate;0
32;GG;9;1738;JAMES IS REAL </3;0
32;hahaha;9;1742;JAMES IS REAL </3;0
32;ggwp;1;1742;ALWAYSWANNADIE;0
32;LOL;3;1742;Catnip;0
